ts,exit_ts,symbol,exchange,tf,predictor,session,direction,entry_price,sl,tp1,risk_price,outcome_2r,hit_2r,planned_rr,duration_min,return_pct,mfe_r,mae_r,exit_reason,review_bucket,setup,trend_strength,consolidation_state,shock_alignment,compression_state,base_net_r,stress_net_r,notes_hint
2026-05-19 08:30:00+00:00,2026-05-19 14:15:00+00:00,DOGEUSDT,binance,15,crypto_simple_context_change_strict_no_shock,london,short,0.10456,0.10518,0.10332000000000001,0.0006199999999999956,1.6627096774193524,True,2.0,345.0,0.3325419354838705,2.290322580645185,-0.1935483870967677,target,accepted_trade,context_change,weak_or_range,range,no_shock,normal,1.8988129032258056,1.6627096774193524,Full accepted trade. setup=context_change; session=london; context=weak_or_range/range/no_shock; stressR=1.66.
2026-05-26 00:30:00+00:00,2026-05-26 10:30:00+00:00,DOGEUSDT,binance,15,crypto_simple_context_change_strict_no_shock,asia,short,0.10118,0.10225,0.09904000000000003,0.0010699999999999876,-1.189121495327105,False,2.0,600.0,-0.23782429906542102,0.7476635514018862,-1.2523364485981396,stop,accepted_trade,context_change,strong_trend,directional,no_shock,normal,-1.0567364485981314,-1.189121495327105,Full accepted trade. setup=context_change; session=asia; context=strong_trend/directional/no_shock; stressR=-1.19.
2026-06-04 00:00:00+00:00,2026-06-04 00:15:00+00:00,DOGEUSDT,binance,15,crypto_simple_context_change_strict_no_shock,asia,short,0.0917,0.09234,0.09042,0.0006400000000000017,1.7134375000000008,True,2.0,15.0,0.34268750000000014,2.921875000000009,-0.15625000000000405,target,accepted_trade,context_change,trend,directional,no_shock,normal,1.9140312500000003,1.7134375000000008,Full accepted trade. setup=context_change; session=asia; context=trend/directional/no_shock; stressR=1.71.
2026-06-05 13:30:00+00:00,2026-06-05 14:00:00+00:00,DOGEUSDT,binance,15,crypto_simple_context_change_strict_no_shock,ny,short,0.08376,0.08493,0.08141999999999999,0.0011700000000000044,1.8568205128205133,True,2.0,30.0,0.3713641025641027,2.085470085470076,-0.0854700854700876,target,accepted_trade,context_change,weak_or_range,range,no_shock,normal,1.957046153846154,1.8568205128205133,Full accepted trade. setup=context_change; session=ny; context=weak_or_range/range/no_shock; stressR=1.86.
2026-06-06 06:45:00+00:00,2026-06-06 07:15:00+00:00,DOGEUSDT,binance,15,crypto_simple_context_change_strict_no_shock,asia,short,0.08033,0.08148,0.07761,0.0011499999999999982,-1.139704347826087,False,2.3652173913043515,30.0,-0.22794086956521745,0.12173913043478386,-1.0086956521739217,stop,accepted_trade,context_change,strong_trend,directional,no_shock,normal,-1.041911304347826,-1.139704347826087,Full accepted trade. setup=context_change; session=asia; context=strong_trend/directional/no_shock; stressR=-1.14.
2026-06-15 11:00:00+00:00,2026-06-15 13:15:00+00:00,DOGEUSDT,binance,15,crypto_simple_context_change_strict_no_shock,london,long,0.0892,0.0884,0.09079999999999999,0.0007999999999999952,1.7769999999999986,True,2.0,135.0,0.3553999999999997,2.100000000000014,-0.025000000000007808,target,accepted_trade,context_change,transition,transition,no_shock,normal,1.9330999999999996,1.7769999999999986,Full accepted trade. setup=context_change; session=london; context=transition/transition/no_shock; stressR=1.78.
2026-06-15 15:30:00+00:00,2026-06-15 17:15:00+00:00,DOGEUSDT,binance,15,crypto_simple_context_change_strict_no_shock,ny,long,0.09004,0.08947,0.09118,0.0005700000000000011,-1.3159298245614028,False,2.0,105.0,-0.2631859649122806,1.245614035087721,-1.0701754385964883,stop,accepted_trade,context_change,strong_trend,directional,no_shock,normal,-1.0947789473684209,-1.3159298245614028,Full accepted trade. setup=context_change; session=ny; context=strong_trend/directional/no_shock; stressR=-1.32.
2026-06-25 04:00:00+00:00,2026-06-25 04:45:00+00:00,DOGEUSDT,binance,15,crypto_simple_context_change_strict_no_shock,asia,short,0.07596,0.07642,0.07504,0.0004600000000000021,-1.3302608695652158,False,2.0,45.0,-0.26605217391304314,0.45652173913043675,-1.7391304347825904,stop,accepted_trade,context_change,trend,directional,no_shock,normal,-1.0990782608695648,-1.3302608695652158,Full accepted trade. setup=context_change; session=asia; context=trend/directional/no_shock; stressR=-1.33.
2026-07-01 10:00:00+00:00,2026-07-01 13:00:00+00:00,DOGEUSDT,binance,15,crypto_simple_context_change_strict_no_shock,london,short,0.07108,0.07158,0.07008,0.0005000000000000004,-1.2843199999999997,False,2.0,180.0,-0.2568639999999999,0.7000000000000055,-1.379999999999991,stop,accepted_trade,context_change,strong_trend,directional,no_shock,normal,-1.0852959999999998,-1.2843199999999997,Full accepted trade. setup=context_change; session=london; context=strong_trend/directional/no_shock; stressR=-1.28.
2026-07-06 00:45:00+00:00,2026-07-06 03:15:00+00:00,DOGEUSDT,binance,15,crypto_simple_context_change_strict_no_shock,asia,long,0.07808,0.07717,0.07989999999999998,0.0009099999999999941,-1.1716043956043967,False,2.0,150.0,-0.23432087912087932,0.17582417582418505,-1.0109890109890067,stop,accepted_trade,context_change,trend,directional,no_shock,normal,-1.051481318681319,-1.1716043956043967,Full accepted trade. setup=context_change; session=asia; context=trend/directional/no_shock; stressR=-1.17.
2026-07-08 00:00:00+00:00,2026-07-08 01:30:00+00:00,DOGEUSDT,binance,15,crypto_simple_context_change_strict_no_shock,asia,short,0.07426,0.07469,0.0734,0.0004299999999999998,1.6546046511627905,True,2.0,90.0,0.33092093023255814,3.5348837209302513,-0.3953488372092783,target,accepted_trade,context_change,strong_trend,directional,no_shock,normal,1.896381395348837,1.6546046511627905,Full accepted trade. setup=context_change; session=asia; context=strong_trend/directional/no_shock; stressR=1.65.
